instance=HRC102, CXPB1=0.5, MUTPB1=0.2, MUTPB2=0.2
Algorithm took 23.72s

gen, min, max, mean, std
937, 7012.09104, 59036.95064, 7747.14223, 5164.79894
938, 7012.09104, 8048.83477, 7212.51891, 265.57258
939, 7012.09104, 8572.76732, 7229.78482, 364.38927
940, 7012.09104, 127103.78578, 9070.19151, 13673.25242
941, 7012.09104, 47863.59519, 7574.10750, 4056.39266
942, 7012.09104, 8213.15158, 7187.33463, 242.44596
943, 7012.09104, 112882.62871, 8527.53450, 10843.67777
944, 7012.09104, 9071.45891, 7218.12097, 386.00054
945, 7012.09104, 8182.57966, 7138.22510, 228.86931
946, 7002.23316, 8523.71580, 7161.29335, 263.95935
947, 7002.23316, 9094.81749, 7167.28796, 293.16382
948, 7002.23316, 9165.32722, 7180.26492, 278.24935
949, 7002.23316, 8707.05013, 7193.47202, 280.86203
950, 7002.23316, 8383.70911, 7185.18778, 273.34245
951, 7002.23316, 76002.33717, 7902.68617, 6852.57435
952, 7002.23316, 7940.67735, 7167.34587, 230.42824
953, 7002.23316, 87714.94592, 7982.97292, 8018.05149
954, 7002.23316, 7989.31310, 7156.11662, 224.91159
955, 7002.23316, 8538.99548, 7154.25370, 259.57229
956, 7002.23316, 8229.94479, 7156.76664, 289.21720
957, 7002.23316, 8324.89251, 7170.82256, 247.91358
958, 7002.23316, 8625.60747, 7161.84785, 270.25487
959, 7002.23316, 97742.21907, 8114.04226, 9014.93936
960, 7002.23316, 109302.55155, 8143.65302, 10169.32241
961, 7002.23316, 8956.38690, 7218.80164, 333.29210
962, 7002.23316, 78569.30193, 7912.28964, 7106.04428
963, 7002.23316, 8040.23881, 7146.47896, 211.70323
964, 7002.23316, 9419.30515, 7180.59793, 331.95662
965, 7002.23316, 9336.59113, 7194.66739, 356.09993
966, 7002.23316, 179635.47755, 9457.69354, 17838.39112
967, 7002.23316, 111879.53608, 8289.08804, 10415.97155
968, 7002.23316, 8308.59758, 7171.31821, 260.26661
969, 7002.23316, 8653.73017, 7145.20692, 292.06311
970, 7002.23316, 8156.58288, 7121.78481, 233.48831
971, 7002.23316, 141002.47492, 8487.90463, 13320.16455
972, 7002.23316, 8541.61346, 7225.22545, 313.34675
973, 7002.23316, 8256.78553, 7162.00214, 265.57346
974, 7002.23316, 8144.28694, 7156.59168, 263.39446
975, 7002.23316, 29778.68840, 7395.90183, 2277.42729
976, 7002.23316, 8250.26441, 7160.79430, 279.66375
977, 7002.23316, 8501.79822, 7116.71980, 208.68641
978, 7002.23316, 102670.93750, 8144.36879, 9513.91599
979, 7002.23316, 8361.44337, 7187.85999, 258.68898
980, 7002.23316, 142447.42785, 8506.83140, 13463.27275
981, 7002.23316, 71825.79680, 7788.02624, 6441.69541
982, 6939.50748, 9237.35718, 7183.38537, 313.59852
983, 6939.50748, 8318.79021, 7203.97461, 290.52231
984, 6939.50748, 8029.33968, 7196.87933, 245.63975
985, 6939.50748, 58239.34946, 7680.00474, 5087.80102
986, 6939.50748, 8437.76121, 7190.98211, 272.41953
987, 6939.50748, 15067.44552, 7268.98329, 829.35808
988, 6939.50748, 8490.92739, 7188.26621, 261.87657
989, 6939.50748, 142447.42785, 8511.91754, 13463.49134
990, 6932.70572, 8583.38254, 7149.04621, 275.47514
991, 6939.50748, 8537.12910, 7107.41556, 258.48317
992, 6939.50748, 8483.22250, 7099.97702, 271.49678
993, 6933.35106, 8292.48668, 7082.20780, 232.28753
994, 6933.35106, 9252.24944, 7094.14058, 322.45924
995, 6933.35106, 9066.10390, 7097.52037, 283.69148
996, 6933.35106, 8082.20879, 7121.22928, 281.69142
997, 6933.35106, 7990.92828, 7133.88853, 302.02829
998, 6933.35106, 7966.61400, 7081.58156, 235.25525
999, 6933.35106, 15033.59516, 7161.27210, 832.67337
