g, min, max, mean, std
8276, 22205.79902, 33784.74641, 23133.50489, 2288.13898
8277, 22205.79902, 33784.74641, 23207.30316, 2308.90221
8278, 22205.79902, 31774.04342, 23296.51152, 2167.27491
8279, 22205.79902, 32814.89833, 23293.84886, 2431.64780
8280, 22205.79902, 38488.92227, 23313.90366, 2888.23440
8281, 22205.79902, 35034.21391, 23423.18299, 2587.11852
8282, 22205.79902, 35029.91781, 23436.59109, 2951.77296
8283, 22205.79902, 34164.54981, 23600.61808, 2801.01029
8284, 22205.79902, 32656.51443, 23003.86902, 1945.61217
8285, 22205.79902, 32656.51443, 23178.00224, 2310.23592
8286, 22205.79902, 32656.51443, 23156.21750, 2082.27777
8287, 22205.79902, 38726.01871, 23364.99737, 2866.36174
8288, 22205.79902, 32002.89939, 23805.50947, 2697.35070
8289, 22205.79902, 33784.74641, 23530.88303, 2705.12744
8290, 22205.79902, 33784.74641, 23448.47261, 2930.56256
8291, 22205.79902, 166896.82424, 25351.33605, 14589.63269
8292, 22205.79902, 33784.74641, 23697.97011, 2840.33441
8293, 22205.79902, 30255.37480, 23091.91035, 1872.02109
8294, 22205.79902, 30391.09381, 23173.70378, 1870.70241
8295, 22205.79902, 32656.51443, 23538.41375, 2542.62020
8296, 22205.79902, 31935.13420, 23606.22917, 2511.71005
8297, 22205.79902, 257226.94598, 26237.59181, 23423.95499
8298, 22205.79902, 35395.31768, 23422.07562, 2505.35232
8299, 22205.79902, 31102.71881, 23557.17224, 2413.50695
8300, 22205.79902, 37832.61553, 23480.41230, 2933.34804
8301, 22205.79902, 33263.30498, 23397.61297, 2312.71152
8302, 22205.79902, 32934.09216, 23733.75454, 2825.05202
8303, 22205.79902, 34792.16799, 23431.31196, 2703.01016
8304, 22205.79902, 32698.49083, 23181.57777, 2035.36765
8305, 22205.79902, 128946.25123, 24266.33963, 10776.32327
8306, 22205.79902, 129946.76525, 24600.86398, 10847.60895
8307, 22205.79902, 30639.76546, 23117.42018, 1887.99477
8308, 22205.79902, 42217.53991, 23400.76270, 2701.64121
8309, 22205.79902, 190250.95944, 25531.15723, 16799.27953
8310, 22205.79902, 39607.17661, 24010.84664, 3351.32942
8311, 22205.79902, 30255.37480, 23035.55302, 1772.93804
8312, 22205.79902, 54848.68364, 23808.61734, 4110.68997
8313, 22205.79902, 93755.58035, 24235.58806, 7450.50955
8314, 22205.79902, 37467.43782, 23400.86282, 2712.99585
8315, 22205.79902, 183893.45915, 25501.25826, 16182.67162
8316, 22205.79902, 41475.93431, 24140.35947, 3566.08178
8317, 22205.79902, 34439.10709, 23765.75112, 3030.33352
8318, 22205.79902, 33846.10392, 23206.86134, 2369.95601
8319, 22205.79902, 110183.21469, 24185.23757, 8987.68316
8320, 22205.79902, 34063.10807, 23475.85430, 2723.90729
8321, 22205.79902, 36036.85008, 23702.86171, 3109.05337
8322, 22205.79902, 30639.76546, 22957.08918, 1649.08468
8323, 22205.79902, 37452.44867, 23605.74175, 2858.65576
8324, 22205.79902, 176440.65948, 24794.97435, 15393.79117
8325, 22205.79902, 37436.17747, 23465.33235, 2604.09952
8326, 22205.79902, 140958.27563, 24575.03950, 11904.39163
8327, 22205.79902, 37209.64455, 23214.24159, 2546.53240
8328, 22205.79902, 35680.69840, 23689.09772, 3226.35291
8329, 22205.79902, 39789.14417, 23658.87797, 3066.00772
8330, 22205.79902, 490527.85643, 29351.66646, 46805.22200
8331, 22205.79902, 35189.87573, 23803.01325, 3113.69937
8332, 22205.79902, 499787.68338, 27971.35809, 47463.65344
8333, 22205.79902, 34012.93036, 23082.34301, 2215.73677
8334, 22205.79902, 33784.74641, 23184.85310, 2229.62640
8335, 22205.79902, 33429.93759, 23446.41238, 2396.85573
8336, 22205.79902, 73147.49447, 24043.57235, 5602.26242
8337, 22205.79902, 469984.94912, 27702.14618, 44510.84661
8338, 22205.79902, 39742.84483, 23658.18944, 3130.21297
8339, 22205.79902, 33937.64311, 23317.44926, 2534.38899
8340, 22205.79902, 33929.92064, 23192.92086, 2353.59339
8341, 22205.79902, 34785.26044, 23472.31731, 2705.78908
8342, 22205.79902, 36521.30102, 23525.34321, 2832.83646
8343, 22205.79902, 36551.01704, 23473.97297, 2652.65979
8344, 22205.79902, 33924.36608, 23928.51610, 3061.29388
8345, 22205.79902, 39180.74223, 23445.09695, 2753.66870
8346, 22205.79902, 248447.88242, 25599.84632, 22517.88749
8347, 22205.79902, 36907.56128, 23921.95551, 3242.83359
8348, 22205.79902, 34439.08879, 23263.34631, 2196.11629
8349, 22205.79902, 370089.68367, 29612.27560, 42069.19609
8350, 22205.79902, 32656.51443, 23710.52437, 2743.34436
8351, 22205.79902, 37847.82074, 23966.14829, 3278.32617
8352, 22205.79902, 33736.19836, 23750.36293, 2951.79440
8353, 22205.79902, 37007.25217, 23514.23693, 2592.59367
8354, 22205.79902, 34617.02836, 23500.55713, 2688.03954
8355, 22205.79902, 36468.68841, 23581.44519, 2943.81724
8356, 22205.79902, 397700.56083, 27230.95269, 37355.53034
8357, 22205.79902, 228565.30487, 25147.91070, 20552.86610
8358, 22205.79902, 33943.31279, 23121.27134, 2241.75276
8359, 22205.79902, 35375.88646, 23773.84317, 3028.77663
8360, 22205.79902, 37033.38154, 23478.37989, 2804.49766
8361, 22205.79902, 35680.69840, 23185.98444, 2588.50994
8362, 22205.79902, 41024.72326, 23334.28569, 2723.72110
8363, 22205.79902, 35138.49387, 23342.91812, 2513.70859
8364, 22205.79902, 33784.74641, 23174.36815, 2257.42908
8365, 22205.79902, 88937.42896, 24327.40944, 7079.88557
8366, 22205.79902, 33784.74641, 23273.26632, 2367.95097
8367, 22205.79902, 34629.24885, 23840.78079, 3182.04061
8368, 22205.79902, 33784.74641, 23669.17363, 2726.93339
8369, 22205.79902, 33784.74641, 23571.33973, 2912.91333
8370, 22205.79902, 34963.63388, 23621.38991, 2591.84752
8371, 22205.79902, 33784.74641, 23725.27708, 2886.90463
8372, 22205.79902, 39393.24137, 23762.91359, 3221.93720
8373, 22205.79902, 32656.51443, 23472.40780, 2395.27493
8374, 22205.79902, 36127.36993, 23485.36591, 2950.01043
8375, 22205.79902, 32765.10874, 23275.40616, 2390.04516
8376, 22205.79902, 36478.26317, 23353.33726, 2721.40339
8377, 22205.79902, 48249.01807, 23729.46828, 3475.81557
8378, 22205.79902, 36946.84185, 23697.24472, 3123.76086
8379, 22205.79902, 33424.00817, 23039.11513, 1947.77854
8380, 22205.79902, 34785.01156, 23499.58108, 2557.58636
8381, 22205.79902, 34909.05627, 23724.30315, 2926.05377
8382, 22205.79902, 32984.64276, 23450.27853, 2606.61111
8383, 22205.79902, 136014.55791, 24828.86932, 11538.22601
8384, 22205.79902, 34019.47052, 23963.60322, 3208.26028
8385, 22205.79902, 32656.51443, 23141.60333, 1967.35442
8386, 22205.79902, 33784.74641, 23291.88667, 2167.78735
8387, 22205.79902, 33784.74641, 23636.32525, 2761.72553
8388, 22205.79902, 36970.22371, 23625.32764, 2999.27161
8389, 22205.79902, 257226.94598, 25796.50001, 23393.86857
8390, 22205.79902, 214366.62592, 25323.00038, 19171.63992
8391, 22205.79902, 37093.49064, 23359.08299, 2673.82642
8392, 22205.79902, 63994.10810, 23622.22800, 4702.80718
8393, 22205.79902, 105451.25825, 24269.64551, 8593.16737
8394, 22205.79902, 507825.54521, 28603.75378, 48246.25853
8395, 22205.79902, 32656.51443, 23622.71123, 2739.81565
8396, 22205.79902, 39360.97125, 23745.42175, 3376.24349
8397, 22205.79902, 33729.18031, 23445.85530, 2631.11477
8398, 22205.79902, 34911.02382, 23362.82724, 2735.59529
8399, 22205.79902, 38398.64160, 23679.40585, 2942.42370
8400, 22205.79902, 33442.72762, 23110.38764, 2188.49361
8401, 22205.79902, 35224.01965, 23879.30783, 2752.17235
8402, 22205.79902, 39604.81363, 23815.83871, 3316.95099
8403, 22205.79902, 35091.51212, 23516.81795, 2871.39455
8404, 22205.79902, 32656.51443, 23184.54915, 2001.06247
8405, 22205.79902, 35147.70251, 23602.59033, 2545.27664
8406, 22205.79902, 37649.29024, 23465.69382, 2637.45879
8407, 22205.79902, 257226.94598, 26117.46431, 23400.40861
8408, 22205.79902, 35147.70251, 23344.55489, 2350.32191
8409, 22205.79902, 37012.83108, 23793.81716, 3287.08807
8410, 22205.79902, 32617.82657, 23487.21873, 2444.42002
8411, 22205.79902, 36465.16046, 23363.07124, 2558.64163
8412, 22205.79902, 119302.59428, 24750.89360, 9895.47517
8413, 22205.79902, 33785.60213, 23284.80880, 2518.59357
8414, 22205.79902, 176840.89353, 25026.51126, 15485.51265
8415, 22205.79902, 33110.11218, 23175.16716, 2294.06578
8416, 22205.79902, 33784.74641, 23429.65042, 2540.46587
8417, 22205.79902, 291951.12921, 26368.44204, 27576.33199
8418, 22205.79902, 470011.50207, 29306.62239, 45394.99134
8419, 22205.79902, 33153.96819, 23356.41787, 2320.42672
8420, 22205.79902, 284779.17624, 26299.54979, 26272.46325
8421, 22205.79902, 434807.31749, 27543.92255, 41027.33705
8422, 22205.79902, 36987.57835, 23636.03878, 3113.47162
8423, 22205.79902, 212903.40809, 25480.45346, 19042.32424
8424, 22205.79902, 228704.92453, 25483.89338, 20629.11119
8425, 22205.79902, 35232.69886, 23827.42344, 3271.27866
8426, 22205.79902, 30949.80167, 23084.03101, 2014.36490
8427, 22205.79902, 31737.24607, 23305.33140, 2216.04501
8428, 22205.79902, 34705.25225, 23583.72427, 2938.53225
8429, 22205.79902, 36497.67256, 23824.52869, 3141.37289
8430, 22205.79902, 38927.92946, 23385.78525, 2670.93269
8431, 22205.79902, 33678.48421, 23389.87695, 2522.93852
8432, 22205.79902, 33092.55812, 23643.33837, 2427.65564
8433, 22205.79902, 73101.45485, 24366.50535, 5696.63456
8434, 22205.79902, 33784.74641, 23992.92784, 2984.68218
8435, 22205.79902, 34410.16193, 23536.35948, 2550.04309
8436, 22205.79902, 507965.16487, 28642.06202, 48270.00657
8437, 22205.79902, 36507.51496, 23729.48231, 2809.55984
8438, 22205.79902, 33784.74641, 23353.93767, 2308.97113
8439, 22205.79902, 35369.40494, 23337.85069, 2491.81395
8440, 22205.79902, 30825.70888, 23265.78058, 1993.92663
8441, 22205.79902, 69387.33436, 24018.41673, 5351.61128
8442, 22205.79902, 33023.94706, 23576.49633, 2625.32847
8443, 22205.79902, 34852.40762, 23716.24627, 2938.53748
8444, 22205.79902, 33309.95238, 23421.63778, 2697.93847
8445, 22205.79902, 40058.93084, 24353.83424, 3725.37080
8446, 22205.79902, 48249.01807, 23589.31262, 3662.34619
8447, 22205.79902, 34705.25225, 23233.56573, 2315.42304
8448, 22205.79902, 470011.50207, 27741.88384, 44501.96865
8449, 22205.79902, 33784.74641, 23739.72248, 2723.07404
8450, 22205.79902, 37419.33184, 23369.98129, 2585.39225
8451, 22205.79902, 355080.00066, 27003.20732, 33120.63665
8452, 22205.79902, 36590.51308, 23319.05596, 2632.77998
8453, 22205.79902, 33784.74641, 23610.99480, 2819.50981
8454, 22205.79902, 397700.56083, 27211.17523, 37334.39401
8455, 22205.79902, 35372.10496, 23887.32366, 2839.01883
8456, 22205.79902, 33212.92248, 23593.95107, 2517.16328
8457, 22205.79902, 481222.14545, 27982.24115, 45625.09694
8458, 22205.79902, 33784.74641, 23409.81240, 2377.25404
8459, 22205.79902, 37106.69949, 23849.37873, 3165.08579
8460, 22205.79902, 235526.68689, 25384.66509, 21252.56669
8461, 22205.79902, 390696.45161, 27048.92838, 36634.63318
8462, 22205.79902, 33924.36608, 23318.13204, 2523.62093
8463, 22205.79902, 35091.28113, 23458.93972, 2584.24174
8464, 22205.79902, 459558.18737, 27973.17194, 43487.01053
8465, 22205.79902, 33784.74641, 23387.61193, 2377.83293
8466, 22205.79902, 37552.50620, 23613.07641, 2901.24063
8467, 22205.79902, 33601.88645, 23135.48694, 2358.16357
8468, 22205.79902, 32963.36850, 23714.82187, 2676.68134
8469, 22205.79902, 167036.44391, 25178.69485, 14567.39982
8470, 22205.79902, 320670.01815, 26333.87734, 29674.91555
8471, 22205.79902, 33784.74641, 23213.50608, 2133.87904
8472, 22205.79902, 41024.72326, 23777.90733, 3417.94895
8473, 22205.79902, 33871.30058, 23652.32668, 2908.51662
8474, 22205.79902, 33784.74641, 23704.41252, 2903.56169
8475, 22205.79902, 283072.80292, 26097.73890, 25991.07392
8476, 22205.79902, 499927.30305, 28655.75439, 47563.91047
8477, 22205.79902, 328465.30341, 26755.46944, 30433.50926
8478, 22205.79902, 36848.06034, 23537.87364, 3054.80009
8479, 22205.79902, 36141.10072, 23867.44556, 3197.93281
8480, 22205.79902, 32656.51443, 23408.45716, 2663.01748
8481, 22205.79902, 321798.80795, 27175.24603, 31491.36816
8482, 22205.79902, 32656.51443, 23188.80184, 2242.57693
8483, 22205.79902, 38166.91486, 23875.85444, 3453.49716
8484, 22205.79902, 35189.87573, 23694.81976, 2695.73767
8485, 22205.79902, 362012.85860, 26652.06141, 33782.78543
8486, 22205.79902, 151014.24781, 24452.90167, 12885.16333
8487, 22205.79902, 32656.51443, 23557.05050, 2614.46500
8488, 22205.79902, 241374.79374, 25745.11734, 21860.43034
8489, 22205.79902, 33537.08142, 23588.94509, 2604.95051
8490, 22205.79902, 35146.09556, 24087.80764, 3430.86061
8491, 22205.79902, 38945.68700, 23600.85166, 2724.45820
8492, 22205.79902, 33784.74641, 23292.66252, 2436.90193
8493, 22205.79902, 39268.25862, 23950.15176, 3300.83995
8494, 22205.79902, 34778.79892, 23518.48993, 2669.19128
8495, 22205.79902, 33784.74641, 24134.74384, 3176.59725
8496, 22205.79902, 491114.66320, 28100.10911, 46587.14556
8497, 22205.79902, 33784.74641, 23531.71676, 2562.04249
8498, 22205.79902, 362012.85860, 27585.82131, 34110.36900
8499, 22205.79902, 33784.74641, 23758.54199, 2814.29777
8500, 22205.79902, 35275.55117, 23139.99570, 2377.73879
8501, 22205.79902, 33784.74641, 23134.72121, 2187.24183
8502, 22205.79902, 33784.74641, 23373.69788, 2597.93922
8503, 22205.79902, 33212.92248, 23334.14700, 2452.28955
8504, 22205.79902, 32656.51443, 22870.59200, 1499.32197
8505, 22205.79902, 40391.73427, 23482.75770, 2920.43554
8506, 22205.79902, 39808.57544, 23560.13567, 2842.65425
8507, 22205.79902, 355080.00066, 27164.88743, 33098.26656
8508, 22205.79902, 32656.51443, 23070.25331, 2092.73028
8509, 22205.79902, 34006.58904, 23708.19296, 2928.58090
8510, 22205.79902, 96171.76425, 24036.48658, 7645.72489
8511, 22205.79902, 30255.37480, 23000.14070, 1682.05682
8512, 22205.79902, 123721.02228, 24690.83673, 10422.65060
8513, 22205.79902, 32762.36134, 23172.87222, 2064.93994
8514, 22205.79902, 36565.84023, 23718.83178, 3083.02360
8515, 22205.79902, 37748.78415, 23477.31998, 2887.36091
8516, 22205.79902, 34019.47052, 23420.86673, 2471.45712
8517, 22205.79902, 34547.50707, 23697.31751, 2885.74754
8518, 22205.79902, 33784.74641, 23649.33693, 2798.65202
8519, 22205.79902, 34439.10709, 23277.43106, 2295.56019
8520, 22205.79902, 306257.27996, 26785.74093, 28366.73203
8521, 22205.79902, 57707.71714, 24006.80463, 4862.00166
8522, 22205.79902, 39046.36437, 23531.17893, 2982.41720
8523, 22205.79902, 34272.92825, 22983.27478, 2141.54320
8524, 22205.79902, 32656.51443, 23123.16676, 2121.27424
8525, 22205.79902, 41029.60533, 23338.91614, 2889.30711
8526, 22205.79902, 33784.74641, 23514.74832, 2589.17667
8527, 22205.79902, 33784.74641, 23281.16175, 2456.16141
8528, 22205.79902, 34673.71938, 23721.20937, 2861.22572
8529, 22205.79902, 151014.24781, 24717.71473, 12915.34221
8530, 22205.79902, 33784.74641, 23855.04141, 3136.12531
8531, 22205.79902, 33784.74641, 23315.92224, 2471.94771
8532, 22205.79902, 31155.04076, 23265.70919, 2327.30120
8533, 22205.79902, 34547.50707, 23523.48790, 2714.26692
8534, 22205.79902, 34019.47052, 23843.70822, 3184.47560
8535, 22205.79902, 32656.51443, 22772.75818, 1575.23588
8536, 22205.79902, 33784.74641, 23310.09993, 2396.30022
8537, 22205.79902, 32074.85335, 22994.07229, 1874.54689
8538, 22205.79902, 32656.51443, 23360.83541, 2347.37912
8539, 22205.79902, 35459.88984, 23341.64038, 2571.69110
8540, 22205.79902, 33784.74641, 23695.29340, 2844.60130
8541, 22205.79902, 443353.87784, 32044.63576, 57167.47440
8542, 22205.79902, 73101.45485, 23682.70781, 5691.37264
8543, 22205.79902, 34951.89246, 23787.69242, 2958.75105
8544, 22205.79902, 35637.76568, 23622.25562, 2486.92613
8545, 22205.79902, 35763.05715, 23836.75029, 3182.66661
8546, 22205.79902, 30255.37480, 23127.67696, 1781.13198
8547, 22205.79902, 37452.44867, 23178.15254, 2424.60782
8548, 22205.79902, 33784.74641, 23658.29223, 3071.91159
8549, 22205.79902, 36627.80157, 24162.15542, 3555.89964
8550, 22205.79902, 35207.30357, 23716.35869, 2821.16310
8551, 22205.79902, 33687.53130, 23251.23268, 2559.53465
8552, 22205.79902, 34547.50707, 23866.21252, 3084.18554
8553, 22205.79902, 33784.74641, 23700.01535, 3015.09664
8554, 22205.79902, 39631.59479, 23650.15553, 2854.84454
8555, 22205.79902, 123721.02228, 24345.59269, 10304.77467
8556, 22205.79902, 37484.81669, 23307.20081, 2710.96555
8557, 22205.79902, 35263.08017, 23233.25184, 2369.62031
8558, 22205.79902, 32656.51443, 23400.23111, 2191.38921
8559, 22205.79902, 41095.81326, 24375.37948, 3991.85472
8560, 22205.79902, 37541.28419, 23733.18441, 2883.06557
8561, 22205.79902, 36035.24363, 23513.84808, 2717.90991
8562, 22205.79902, 34459.39913, 23624.56083, 2648.71756
8563, 22205.79902, 38190.96518, 23723.38983, 3237.03964
8564, 22205.79902, 34112.95615, 23564.21130, 2547.90566
8565, 22205.79902, 417361.68376, 28286.86451, 40140.85864
8566, 22205.79902, 41945.22910, 23676.85052, 3257.42042
8567, 22205.79902, 38593.03267, 23189.20482, 2526.69853
8568, 22205.79902, 32656.51443, 23402.00371, 2327.70702
8569, 22205.79902, 33104.16908, 22939.12135, 1808.82744
8570, 22205.79902, 35859.64585, 23519.36680, 2876.15087
8571, 22205.79902, 279131.00859, 25793.79808, 25572.33834
8572, 22205.79902, 36879.38043, 23446.99573, 2717.42874
8573, 22205.79902, 33146.78085, 23485.13858, 2467.34212
8574, 22205.79902, 39147.65135, 23576.07684, 2916.24171
8575, 22205.79902, 176301.03981, 25514.85511, 15717.08684
8576, 22205.79902, 34031.84352, 23440.29183, 2748.84796
8577, 22205.79902, 390042.09093, 27047.43375, 36552.95561
8578, 22205.79902, 34300.02172, 23588.83569, 2703.31016
8579, 22205.79902, 39527.07002, 23179.25583, 2755.90313
8580, 22205.79902, 490527.85643, 28359.71013, 46546.78496
8581, 22205.79902, 33784.74641, 23588.04220, 2762.86915
8582, 22205.79902, 33784.74641, 23873.30026, 2808.08411
8583, 22205.79902, 34151.96154, 24129.93682, 3206.99099
8584, 22205.79902, 33335.66883, 22979.86346, 1750.74808
8585, 22205.79902, 37478.88563, 23661.18488, 2923.36462
8586, 22205.79902, 37634.61251, 23310.70921, 2633.85936
8587, 22205.79902, 34300.02172, 23336.47254, 2424.18282
8588, 22205.79902, 490527.85643, 28690.91473, 46542.59901
8589, 22205.79902, 38373.19051, 23817.00016, 3033.62623
8590, 22205.79902, 36748.39206, 23687.53853, 2673.73339
8591, 22205.79902, 35943.75415, 23864.51267, 3049.20028
8592, 22205.79902, 328465.30341, 26620.71631, 30465.47299
8593, 22205.79902, 35645.13141, 23504.70808, 2751.28082
8594, 22205.79902, 35957.24410, 23242.92149, 2478.22764
8595, 22205.79902, 37222.58115, 23720.55487, 3011.25528
8596, 22205.79902, 33784.74641, 23575.93666, 2858.33531
8597, 22205.79902, 33784.74641, 23674.48023, 2749.79131
8598, 22205.79902, 56556.14253, 23804.42939, 4252.57345
8599, 22205.79902, 33087.72629, 23430.35440, 2598.85085
8600, 22205.79902, 36818.65434, 23124.61149, 2302.99611
8601, 22205.79902, 32609.95196, 23376.21177, 2375.24053
8602, 22205.79902, 35232.48529, 23501.24537, 2552.06393
8603, 22205.79902, 33194.38942, 23213.20878, 2169.31338
8604, 22205.79902, 320702.34076, 26608.03666, 29697.32772
8605, 22205.79902, 32656.51443, 23604.72816, 2648.18807
8606, 22205.79902, 62696.77906, 23753.83617, 4552.73353
8607, 22205.79902, 435461.67817, 27647.92488, 41073.30627
8608, 22205.79902, 33784.74641, 23208.53504, 2279.48869
8609, 22205.79902, 35310.49011, 23292.93536, 2453.02921
8610, 22205.79902, 124307.82904, 24416.86918, 10448.22373
8611, 22205.79902, 38354.47333, 23337.90107, 2838.61035
8612, 22205.79902, 39519.78200, 23904.18652, 3310.54105
8613, 22205.79902, 36377.85559, 23560.87577, 2849.56171
8614, 22205.79902, 36591.24866, 23406.31068, 2726.78976
8615, 22205.79902, 33784.74641, 23378.83897, 2322.32157
8616, 22205.79902, 30697.02184, 23207.60675, 1992.48324
8617, 22205.79902, 32656.51443, 23341.12466, 2446.22079
8618, 22205.79902, 36140.77155, 23528.50843, 2676.12593
8619, 22205.79902, 397700.56083, 27094.34489, 37320.19566
8620, 22205.79902, 36644.07622, 23828.04543, 3218.72257
8621, 22205.79902, 355080.00066, 26736.12722, 33114.07331
8622, 22205.79902, 31760.84745, 23758.27226, 2502.45479
8623, 22205.79902, 37463.57729, 23869.44162, 2979.95379
8624, 22205.79902, 36861.24470, 23843.28058, 3196.72739
8625, 22205.79902, 33784.74641, 23411.01250, 2315.56545
8626, 22205.79902, 32656.51443, 23480.72195, 2494.82316
8627, 22205.79902, 34711.02026, 23373.03088, 2411.40101
8628, 22205.79902, 422809.17313, 29006.80060, 42863.02099
8629, 22205.79902, 32656.51443, 23576.68057, 2470.30430
8630, 22205.79902, 34778.79892, 23752.29519, 3003.13206
8631, 22205.79902, 35107.38573, 23476.56710, 2605.33030
8632, 22205.79902, 37644.80749, 23320.28899, 2662.75981
8633, 22205.79902, 44823.08637, 23888.28761, 3514.40490
8634, 22205.79902, 157451.07416, 24955.68045, 13578.45108
8635, 22205.79902, 33784.74641, 23788.56726, 3021.22036
8636, 22205.79902, 49399.02720, 24019.48582, 3679.86721
8637, 22205.79902, 36676.63201, 23693.67550, 3091.06048
8638, 22205.79902, 36970.22371, 23988.32486, 3102.72607
8639, 22205.79902, 34242.44276, 23400.10263, 2488.28225
8640, 22205.79902, 43630.19772, 23461.15863, 3066.85242
8641, 22205.79902, 297673.00432, 25600.35954, 27381.35968
8642, 22205.79902, 31350.47415, 23532.48655, 2385.91360
8643, 22205.79902, 267742.80668, 25496.63862, 24432.75123
8644, 22205.79902, 31106.42356, 23082.66749, 1912.41992
8645, 22205.79902, 32656.51443, 23026.40507, 1817.31083
8646, 22205.79902, 34272.92825, 23428.71822, 2739.76215
8647, 22205.79902, 41794.57034, 23983.21348, 3757.21858
8648, 22205.79902, 481222.14545, 27908.29049, 45625.40030
8649, 22205.79902, 166896.82424, 25545.42955, 14618.43797
8650, 22205.79902, 33784.74641, 23293.57677, 2371.25608
8651, 22205.79902, 36944.58706, 23450.90889, 2946.79846
8652, 22205.79902, 31029.12774, 23184.11232, 2172.48815
8653, 22205.79902, 355080.00066, 26777.39819, 33102.93693
8654, 22205.79902, 34061.64374, 23711.20190, 2889.73432
8655, 22205.79902, 33924.36608, 24004.77600, 3018.82362
8656, 22205.79902, 37276.71670, 23901.04607, 3058.49847
8657, 22205.79902, 397700.56083, 27487.24589, 37318.11044
8658, 22205.79902, 54848.68364, 23511.39201, 3876.00611
8659, 22205.79902, 32656.51443, 23334.36463, 2291.38461
8660, 22205.79902, 32669.39553, 23220.69440, 1928.69353
8661, 22205.79902, 34713.11250, 23513.30569, 2677.67820
8662, 22205.79902, 235551.26530, 25836.08329, 21323.79341
8663, 22205.79902, 33784.74641, 23519.16738, 2513.81607
8664, 22205.79902, 35348.28371, 23924.35171, 3321.60946
8665, 22205.79902, 33784.74641, 23764.02276, 2781.63764
8666, 22205.79902, 38812.71138, 23277.89936, 2439.15841
8667, 22205.79902, 370089.68367, 27551.33393, 34635.65568
8668, 22205.79902, 33784.74641, 24039.14033, 2971.45987
8669, 22205.79902, 242029.15442, 25563.83254, 21847.84516
8670, 22205.79902, 39147.65135, 23910.20036, 3546.18476
8671, 22205.79902, 33784.74641, 23494.20930, 2772.73171
8672, 22205.79902, 32379.40391, 23124.65931, 2123.89592
8673, 22205.79902, 33784.74641, 23909.35858, 3142.29066
8674, 22205.79902, 37884.34752, 23206.32712, 2684.59530
8675, 22205.79902, 33784.74641, 23256.00462, 2483.00325
8676, 22205.79902, 33784.74641, 23548.44214, 2576.28467
8677, 22205.79902, 34145.13756, 23912.62034, 3016.26667
8678, 22205.79902, 34061.64374, 23896.13257, 3076.96216
8679, 22205.79902, 33784.74641, 23511.10347, 2493.48094
8680, 22205.79902, 157451.07416, 25105.55591, 13569.97683
8681, 22205.79902, 32656.51443, 23187.82985, 2067.17088
8682, 22205.79902, 96171.76425, 24149.27418, 7642.38994
8683, 22205.79902, 165782.62320, 25645.38310, 14600.65792
8684, 22205.79902, 56556.14253, 23745.83111, 4213.55369
8685, 22205.79902, 33784.74641, 23521.44886, 2720.96322
8686, 22205.79902, 30255.37480, 23288.88039, 2063.17150
8687, 22205.79902, 346375.74711, 26571.56136, 32233.37194
8688, 22205.79902, 36228.75304, 23895.76640, 3162.76361
8689, 22205.79902, 32656.51443, 23334.11702, 2342.25057
8690, 22205.79902, 33924.36608, 23671.21646, 2967.26842
8691, 22205.79902, 407827.18981, 27564.22667, 38328.47541
8692, 22205.79902, 54746.59275, 23637.08558, 3775.80738
8693, 22205.79902, 35946.27019, 23477.35257, 2721.29929
8694, 22205.79902, 33784.74641, 23452.94164, 2434.95065
8695, 22205.79902, 35584.45016, 23399.10588, 2683.61889
8696, 22205.79902, 33784.74641, 23076.18043, 1972.65544
8697, 22205.79902, 33784.74641, 23297.47141, 2465.83163
8698, 22205.79902, 32656.51443, 23241.93471, 2163.77931
8699, 22205.79902, 36386.70654, 23847.17234, 3350.37779
8700, 22205.79902, 37215.44852, 23557.06151, 3141.56089
8701, 22205.79902, 272237.40652, 25929.44770, 24869.73857
8702, 22205.79902, 345375.23308, 26738.41341, 32160.28180
8703, 22205.79902, 38834.16609, 23799.86588, 3224.37856
8704, 22205.79902, 35441.47949, 23102.91406, 2065.34047
8705, 22205.79902, 33784.74641, 23077.49148, 2256.88739
8706, 22205.79902, 32656.51443, 23097.23808, 1901.54598
8707, 22205.79902, 241374.79374, 25072.47154, 21828.86914
8708, 22205.79902, 34778.79892, 23716.78290, 2775.27027
8709, 22205.79902, 34307.04691, 23240.38365, 2310.28798
8710, 22205.79902, 33784.74641, 23319.08044, 2404.63812
8711, 22205.79902, 41024.72326, 23616.16302, 3245.00172
8712, 22205.79902, 33784.74641, 23295.55666, 2327.55002
8713, 22205.79902, 32854.97213, 23264.31696, 2124.52493
8714, 22205.79902, 33784.74641, 23479.56956, 2571.32278
8715, 22205.79902, 33784.74641, 23911.80171, 3091.42732
8716, 22205.79902, 37841.86745, 23483.84176, 2723.34786
8717, 22205.79902, 166896.82424, 24633.56511, 14481.93689
8718, 22205.79902, 33784.74641, 23098.46026, 2229.45366
8719, 22205.79902, 34122.66414, 23248.16645, 2373.20860
8720, 22205.79902, 96171.76425, 24348.79546, 7677.10216
8721, 22205.79902, 30639.76546, 22947.78668, 1952.78617
8722, 22205.79902, 34089.69470, 23746.52207, 2914.90366
8723, 22205.79902, 34089.21813, 23608.36569, 2645.61687
8724, 22205.79902, 33600.66778, 23667.73849, 2730.67008
8725, 22205.79902, 39519.78200, 23254.19211, 2688.32711
8726, 22205.79902, 32656.51443, 23523.25595, 2738.50492
